WDA,Occupation Title,Measure,Workforce Development Area,Title1,January 2020,January 2021,Volume Chg
North Central,"Maintenance and Repair Workers, General",Growing Occupations,North Central,"Maintenance and Repair Workers, General",6,10,4
North Central,Merchandise Displayers and Window Trimmers,Growing Occupations,North Central,Merchandise Displayers and Window Trimmers,9,13,4
North Central,"Production Workers, All Other",Growing Occupations,North Central,"Production Workers, All Other",14,18,4
North Central,Retail Salespersons,Growing Occupations,North Central,Retail Salespersons,47,52,5
North Central,Accountants,Growing Occupations,North Central,Accountants,3,10,7
North Central,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Growing Occupations,North Central,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",10,18,8
North Central,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Growing Occupations,North Central,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",10,18,8
North Central,Cashiers,Growing Occupations,North Central,Cashiers,15,23,8
North Central,Licensed Practical and Licensed Vocational Nurses,Growing Occupations,North Central,Licensed Practical and Licensed Vocational Nurses,30,38,8
North Central,Medical Assistants,Growing Occupations,North Central,Medical Assistants,2,15,13
North Central,"Laborers and Freight, Stock, and Material Movers, Hand",Growing Occupations,North Central,"Laborers and Freight, Stock, and Material Movers, Hand",13,26,13
Northern Tier,Registered Nurses,Growing Occupations,Northern Tier,Registered Nurses,104,49,-55
Northern Tier,Retail Salespersons,Growing Occupations,Northern Tier,Retail Salespersons,26,23,-3
Northern Tier,"Internists, General",Growing Occupations,Northern Tier,"Internists, General",18,16,-2
Northern Tier,Medical and Health Services Managers,Growing Occupations,Northern Tier,Medical and Health Services Managers,14,13,-1
Northern Tier,"Combined Food Preparation and Serving Workers, Including Fast Food",Growing Occupations,Northern Tier,"Combined Food Preparation and Serving Workers, Including Fast Food",15,17,2
Northern Tier,Nursing Assistants,Growing Occupations,Northern Tier,Nursing Assistants,27,29,2
Northern Tier,"Maintenance and Repair Workers, General",Growing Occupations,Northern Tier,"Maintenance and Repair Workers, General",10,13,3
Northern Tier,Security Guards,Growing Occupations,Northern Tier,Security Guards,6,10,4
Northern Tier,"Sales Agents, Financial Services",Growing Occupations,Northern Tier,"Sales Agents, Financial Services",11,16,5
Northern Tier,"Laborers and Freight, Stock, and Material Movers, Hand",Growing Occupations,Northern Tier,"Laborers and Freight, Stock, and Material Movers, Hand",11,18,7
Northern Tier,Heavy and Tractor-Trailer Truck Drivers,Growing Occupations,Northern Tier,Heavy and Tractor-Trailer Truck Drivers,34,42,8
Northern Tier,Automotive Specialty Technicians,Growing Occupations,Northern Tier,Automotive Specialty Technicians,5,14,9
Northern Tier,Licensed Practical and Licensed Vocational Nurses,Growing Occupations,Northern Tier,Licensed Practical and Licensed Vocational Nurses,42,51,9
Northern Tier,"Production Workers, All Other",Growing Occupations,Northern Tier,"Production Workers, All Other",9,21,12
Northern Tier,First-Line Supervisors of Retail Sales Workers,Growing Occupations,Northern Tier,First-Line Supervisors of Retail Sales Workers,23,52,29
Northern Tier,Home Health Aides,Growing Occupations,Northern Tier,Home Health Aides,22,52,30
Northern Tier,Cashiers,Growing Occupations,Northern Tier,Cashiers,3,45,42
Northwest,Nurse Practitioners,Growing Occupations,Northwest,Nurse Practitioners,24,13,-11
Northwest,First-Line Supervisors of Retail Sales Workers,Growing Occupations,Northwest,First-Line Supervisors of Retail Sales Workers,94,84,-10
Northwest,Light Truck or Delivery Services Drivers,Growing Occupations,Northwest,Light Truck or Delivery Services Drivers,21,16,-5
Northwest,"Stock Clerks, Sales Floor",Growing Occupations,Northwest,"Stock Clerks, Sales Floor",26,21,-5
Northwest,"Health Technologists and Technicians, All Other",Growing Occupations,Northwest,"Health Technologists and Technicians, All Other",20,16,-4
Northwest,Physician Assistants,Growing Occupations,Northwest,Physician Assistants,22,18,-4
Northwest,Home Health Aides,Growing Occupations,Northwest,Home Health Aides,61,57,-4
Northwest,Cashiers,Growing Occupations,Northwest,Cashiers,26,23,-3
Northwest,Computer User Support Specialists,Growing Occupations,Northwest,Computer User Support Specialists,12,11,-1
Northwest,"Financial Managers, Branch or Department",Growing Occupations,Northwest,"Financial Managers, Branch or Department",13,12,-1
Northwest,Human Resources Specialists,Growing Occupations,Northwest,Human Resources Specialists,13,12,-1
Northwest,Sales Managers,Growing Occupations,Northwest,Sales Managers,14,13,-1
Northwest,Driver/Sales Workers,Growing Occupations,Northwest,Driver/Sales Workers,17,16,-1
Northwest,Pharmacy Technicians,Growing Occupations,Northwest,Pharmacy Technicians,27,26,-1
Northwest,Physical Therapists,Growing Occupations,Northwest,Physical Therapists,14,15,1
Northwest,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",Growing Occupations,Northwest,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",57,58,1
Northwest,"Stock Clerks- Stockroom, Warehouse, or Storage Yard",Growing Occupations,Northwest,"Stock Clerks- Stockroom, Warehouse, or Storage Yard",8,10,2
Northwest,Phlebotomists,Growing Occupations,Northwest,Phlebotomists,11,13,2
Northwest,Speech-Language Pathologists,Growing Occupations,Northwest,Speech-Language Pathologists,12,14,2
Northwest,Medical Assistants,Growing Occupations,Northwest,Medical Assistants,18,20,2
Northwest,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Growing Occupations,Northwest,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",23,25,2
Northwest,"Maintenance and Repair Workers, General",Growing Occupations,Northwest,"Maintenance and Repair Workers, General",28,30,2
Northwest,Medical and Health Services Managers,Growing Occupations,Northwest,Medical and Health Services Managers,46,48,2
Northwest,"Shipping, Receiving, and Traffic Clerks",Growing Occupations,Northwest,"Shipping, Receiving, and Traffic Clerks",7,10,3
Northwest,Medical Secretaries,Growing Occupations,Northwest,Medical Secretaries,7,10,3
Northwest,Teacher Assistants,Growing Occupations,Northwest,Teacher Assistants,8,11,3
Northwest,"Bookkeeping, Accounting, and Auditing Clerks",Growing Occupations,Northwest,"Bookkeeping, Accounting, and Auditing Clerks",8,11,3
Northwest,Cardiovascular Technologists and Technicians,Growing Occupations,Northwest,Cardiovascular Technologists and Technicians,9,12,3
Northwest,"Postsecondary Teachers, All Other",Growing Occupations,Northwest,"Postsecondary Teachers, All Other",13,16,3
Northwest,"Software Developers, Applications",Growing Occupations,Northwest,"Software Developers, Applications",16,19,3
Northwest,Merchandise Displayers and Window Trimmers,Growing Occupations,Northwest,Merchandise Displayers and Window Trimmers,40,43,3
Northwest,Police Patrol Officers,Growing Occupations,Northwest,Police Patrol Officers,6,10,4
Northwest,"First-Line Supervisors of Mechanics, Installers, and Repairers",Growing Occupations,Northwest,"First-Line Supervisors of Mechanics, Installers, and Repairers",6,10,4
Northwest,Receptionists and Information Clerks,Growing Occupations,Northwest,Receptionists and Information Clerks,7,11,4
Northwest,Heavy and Tractor-Trailer Truck Drivers,Growing Occupations,Northwest,Heavy and Tractor-Trailer Truck Drivers,79,83,4
Northwest,Accountants,Growing Occupations,Northwest,Accountants,8,13,5
Northwest,First-Line Supervisors of Food Preparation and Serving Workers,Growing Occupations,Northwest,First-Line Supervisors of Food Preparation and Serving Workers,10,15,5
Northwest,Maids and Housekeeping Cleaners,Growing Occupations,Northwest,Maids and Housekeeping Cleaners,12,17,5
Northwest,"Office Clerks, General",Growing Occupations,Northwest,"Office Clerks, General",13,18,5
Northwest,Security Guards,Growing Occupations,Northwest,Security Guards,26,31,5
Northwest,Waiters and Waitresses,Growing Occupations,Northwest,Waiters and Waitresses,4,10,6
Northwest,Recreation Workers,Growing Occupations,Northwest,Recreation Workers,3,10,7
Northwest,Construction Laborers,Growing Occupations,Northwest,Construction Laborers,3,10,7
Northwest,First-Line Supervisors of Production and Operating Workers,Growing Occupations,Northwest,First-Line Supervisors of Production and Operating Workers,5,12,7
Northwest,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Growing Occupations,Northwest,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",23,30,7
Northwest,"Dentists, General",Growing Occupations,Northwest,"Dentists, General",3,11,8
Northwest,Food Service Managers,Growing Occupations,Northwest,Food Service Managers,8,16,8
Northwest,Medical and Clinical Laboratory Technicians,Growing Occupations,Northwest,Medical and Clinical Laboratory Technicians,10,18,8
Northwest,"Managers, All Other",Growing Occupations,Northwest,"Managers, All Other",27,35,8
Northwest,General and Operations Managers,Growing Occupations,Northwest,General and Operations Managers,11,20,9
Northwest,Pharmacists,Growing Occupations,Northwest,Pharmacists,15,24,9
Northwest,Tellers,Growing Occupations,Northwest,Tellers,23,32,9
Northwest,Occupational Therapists,Growing Occupations,Northwest,Occupational Therapists,2,12,10
Northwest,Automotive Specialty Technicians,Growing Occupations,Northwest,Automotive Specialty Technicians,8,18,10
Northwest,"Cooks, Restaurant",Growing Occupations,Northwest,"Cooks, Restaurant",10,21,11
Northwest,"Laborers and Freight, Stock, and Material Movers, Hand",Growing Occupations,Northwest,"Laborers and Freight, Stock, and Material Movers, Hand",25,36,11
Northwest,"Combined Food Preparation and Serving Workers, Including Fast Food",Growing Occupations,Northwest,"Combined Food Preparation and Serving Workers, Including Fast Food",33,45,12
Northwest,Customer Service Representatives,Growing Occupations,Northwest,Customer Service Representatives,40,52,12
Northwest,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",Growing Occupations,Northwest,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",7,20,13
Northwest,Patient Representatives,Growing Occupations,Northwest,Patient Representatives,16,29,13
Northwest,Mental Health Counselors,Growing Occupations,Northwest,Mental Health Counselors,9,23,14
Northwest,Medical Records and Health Information Technicians,Growing Occupations,Northwest,Medical Records and Health Information Technicians,6,21,15
Northwest,Respiratory Therapists,Growing Occupations,Northwest,Respiratory Therapists,11,30,19
Northwest,"Production Workers, All Other",Growing Occupations,Northwest,"Production Workers, All Other",14,36,22
Northwest,Personal Care Aides,Growing Occupations,Northwest,Personal Care Aides,22,54,32
Northwest,Retail Salespersons,Growing Occupations,Northwest,Retail Salespersons,96,131,35
Northwest,Nursing Assistants,Growing Occupations,Northwest,Nursing Assistants,63,114,51
Northwest,Licensed Practical and Licensed Vocational Nurses,Growing Occupations,Northwest,Licensed Practical and Licensed Vocational Nurses,88,139,51
Northwest,Registered Nurses,Growing Occupations,Northwest,Registered Nurses,184,278,94
Philadelphia,Telecommunications Engineering Specialists,Growing Occupations,Philadelphia,Telecommunications Engineering Specialists,14,15,1
Philadelphia,Occupational Therapy Aides,Growing Occupations,Philadelphia,Occupational Therapy Aides,14,15,1
Philadelphia,Business Continuity Planners,Growing Occupations,Philadelphia,Business Continuity Planners,15,16,1
Philadelphia,"Software Developers, Systems Software",Growing Occupations,Philadelphia,"Software Developers, Systems Software",15,16,1
Philadelphia,Statisticians,Growing Occupations,Philadelphia,Statisticians,21,22,1
Philadelphia,Couriers and Messengers,Growing Occupations,Philadelphia,Couriers and Messengers,23,24,1
Philadelphia,Marriage and Family Therapists,Growing Occupations,Philadelphia,Marriage and Family Therapists,42,43,1
Philadelphia,Ophthalmic Medical Technicians,Growing Occupations,Philadelphia,Ophthalmic Medical Technicians,8,10,2
Philadelphia,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",Growing Occupations,Philadelphia,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",8,10,2
Philadelphia,Team Assemblers,Growing Occupations,Philadelphia,Team Assemblers,11,13,2
Philadelphia,"Dispatchers, Except Police, Fire, and Ambulance",Growing Occupations,Philadelphia,"Dispatchers, Except Police, Fire, and Ambulance",12,14,2
Philadelphia,Transportation Managers,Growing Occupations,Philadelphia,Transportation Managers,15,17,2
Philadelphia,Veterinary Technologists and Technicians,Growing Occupations,Philadelphia,Veterinary Technologists and Technicians,19,21,2
Philadelphia,"First-Line Supervisors of Protective Service Workers, All Other",Growing Occupations,Philadelphia,"First-Line Supervisors of Protective Service Workers, All Other",19,21,2
Philadelphia,"Education Administrators, Preschool and Childcare Center/Program",Growing Occupations,Philadelphia,"Education Administrators, Preschool and Childcare Center/Program",23,25,2
Philadelphia,Geospatial Information Scientists and Technologists,Growing Occupations,Philadelphia,Geospatial Information Scientists and Technologists,7,10,3
Philadelphia,Clergy,Growing Occupations,Philadelphia,Clergy,8,11,3
Philadelphia,"Business Operations Specialists, All Other",Growing Occupations,Philadelphia,"Business Operations Specialists, All Other",9,12,3
Philadelphia,Actors,Growing Occupations,Philadelphia,Actors,11,14,3
Philadelphia,Photographers,Growing Occupations,Philadelphia,Photographers,16,19,3
Philadelphia,"Title Examiners, Abstractors, and Searchers",Growing Occupations,Philadelphia,"Title Examiners, Abstractors, and Searchers",20,23,3
Philadelphia,"Designers, All Other",Growing Occupations,Philadelphia,"Designers, All Other",26,29,3
Philadelphia,Phlebotomists,Growing Occupations,Philadelphia,Phlebotomists,45,48,3
Philadelphia,"Insurance Appraisers, Auto Damage",Growing Occupations,Philadelphia,"Insurance Appraisers, Auto Damage",8,12,4
Philadelphia,"Community and Social Service Specialists, All Other",Growing Occupations,Philadelphia,"Community and Social Service Specialists, All Other",12,16,4
Philadelphia,"Installation, Maintenance, and Repair Workers, All Other",Growing Occupations,Philadelphia,"Installation, Maintenance, and Repair Workers, All Other",12,16,4
Philadelphia,Commercial and Industrial Designers,Growing Occupations,Philadelphia,Commercial and Industrial Designers,13,17,4
Philadelphia,Amusement and Recreation Attendants,Growing Occupations,Philadelphia,Amusement and Recreation Attendants,14,18,4
Philadelphia,Manufacturing Production Technicians,Growing Occupations,Philadelphia,Manufacturing Production Technicians,17,21,4
Philadelphia,Automotive Master Mechanics,Growing Occupations,Philadelphia,Automotive Master Mechanics,5,10,5
Philadelphia,Food Scientists and Technologists,Growing Occupations,Philadelphia,Food Scientists and Technologists,6,11,5
Philadelphia,Political Scientists,Growing Occupations,Philadelphia,Political Scientists,9,14,5
Philadelphia,Pest Control Workers,Growing Occupations,Philadelphia,Pest Control Workers,10,15,5
Philadelphia,Butchers and Meat Cutters,Growing Occupations,Philadelphia,Butchers and Meat Cutters,15,20,5
Philadelphia,Medical Equipment Repairers,Growing Occupations,Philadelphia,Medical Equipment Repairers,23,28,5
Philadelphia,"Production, Planning, and Expediting Clerks",Growing Occupations,Philadelphia,"Production, Planning, and Expediting Clerks",80,85,5
Philadelphia,Advertising and Promotions Managers,Growing Occupations,Philadelphia,Advertising and Promotions Managers,4,10,6
Philadelphia,Gaming Supervisors,Growing Occupations,Philadelphia,Gaming Supervisors,4,10,6
Philadelphia,Photographic Process Workers and Processing Machine Operators,Growing Occupations,Philadelphia,Photographic Process Workers and Processing Machine Operators,7,13,6
Philadelphia,Telemarketers,Growing Occupations,Philadelphia,Telemarketers,9,15,6
Philadelphia,Industrial Truck and Tractor Operators,Growing Occupations,Philadelphia,Industrial Truck and Tractor Operators,13,19,6
Philadelphia,Roofers,Growing Occupations,Philadelphia,Roofers,14,20,6
Philadelphia,Chief Executives,Growing Occupations,Philadelphia,Chief Executives,27,33,6
Philadelphia,"Special Education Teachers, Secondary School",Growing Occupations,Philadelphia,"Special Education Teachers, Secondary School",3,10,7
Philadelphia,Training and Development Managers,Growing Occupations,Philadelphia,Training and Development Managers,22,29,7
Philadelphia,Cleaners of Vehicles and Equipment,Growing Occupations,Philadelphia,Cleaners of Vehicles and Equipment,22,29,7
Philadelphia,Bus and Truck Mechanics and Diesel Engine Specialists,Growing Occupations,Philadelphia,Bus and Truck Mechanics and Diesel Engine Specialists,31,38,7
Philadelphia,Respiratory Therapists,Growing Occupations,Philadelphia,Respiratory Therapists,42,49,7
Philadelphia,Risk Management Specialists,Growing Occupations,Philadelphia,Risk Management Specialists,43,50,7
Philadelphia,Quality Control Analysts,Growing Occupations,Philadelphia,Quality Control Analysts,43,50,7
Philadelphia,"Stock Clerks, Sales Floor",Growing Occupations,Philadelphia,"Stock Clerks, Sales Floor",79,86,7
Philadelphia,Healthcare Social Workers,Growing Occupations,Philadelphia,Healthcare Social Workers,28,36,8
Philadelphia,"Shipping, Receiving, and Traffic Clerks",Growing Occupations,Philadelphia,"Shipping, Receiving, and Traffic Clerks",47,55,8
Philadelphia,Light Truck or Delivery Services Drivers,Growing Occupations,Philadelphia,Light Truck or Delivery Services Drivers,69,77,8
Philadelphia,"Helpers--Installation, Maintenance, and Repair Workers",Growing Occupations,Philadelphia,"Helpers--Installation, Maintenance, and Repair Workers",3,12,9
Philadelphia,Construction Carpenters,Growing Occupations,Philadelphia,Construction Carpenters,5,14,9
Philadelphia,"Police, Fire, and Ambulance Dispatchers",Growing Occupations,Philadelphia,"Police, Fire, and Ambulance Dispatchers",6,15,9
Philadelphia,"Bus Drivers, School or Special Client",Growing Occupations,Philadelphia,"Bus Drivers, School or Special Client",7,16,9
Philadelphia,Physical Therapist Assistants,Growing Occupations,Philadelphia,Physical Therapist Assistants,13,22,9
Philadelphia,Private Detectives and Investigators,Growing Occupations,Philadelphia,Private Detectives and Investigators,15,24,9
Philadelphia,"Property, Real Estate, and Community Association Managers",Growing Occupations,Philadelphia,"Property, Real Estate, and Community Association Managers",90,99,9
Philadelphia,Online Merchants,Growing Occupations,Philadelphia,Online Merchants,6,16,10
Philadelphia,Plumbers,Growing Occupations,Philadelphia,Plumbers,18,29,11
Philadelphia,Biostatisticians,Growing Occupations,Philadelphia,Biostatisticians,25,36,11
Philadelphia,Tellers,Growing Occupations,Philadelphia,Tellers,39,50,11
Philadelphia,Electro-Mechanical Technicians,Growing Occupations,Philadelphia,Electro-Mechanical Technicians,10,22,12
Philadelphia,Logistics Managers,Growing Occupations,Philadelphia,Logistics Managers,12,24,12
Philadelphia,Tax Preparers,Growing Occupations,Philadelphia,Tax Preparers,16,29,13
Philadelphia,Payroll and Timekeeping Clerks,Growing Occupations,Philadelphia,Payroll and Timekeeping Clerks,19,32,13
Philadelphia,Veterinarians,Growing Occupations,Philadelphia,Veterinarians,20,33,13
Philadelphia,Biological Technicians,Growing Occupations,Philadelphia,Biological Technicians,29,42,13
Philadelphia,Landscaping and Groundskeeping Workers,Growing Occupations,Philadelphia,Landscaping and Groundskeeping Workers,10,24,14
Philadelphia,Security Managers,Growing Occupations,Philadelphia,Security Managers,20,34,14
Philadelphia,Instructional Designers and Technologists,Growing Occupations,Philadelphia,Instructional Designers and Technologists,8,23,15
Philadelphia,Nannies,Growing Occupations,Philadelphia,Nannies,39,54,15
Philadelphia,Psychiatric Technicians,Growing Occupations,Philadelphia,Psychiatric Technicians,64,79,15
Philadelphia,Automotive Body and Related Repairers,Growing Occupations,Philadelphia,Automotive Body and Related Repairers,24,40,16
Philadelphia,Dental Assistants,Growing Occupations,Philadelphia,Dental Assistants,39,55,16
Philadelphia,"Maintenance and Repair Workers, General",Growing Occupations,Philadelphia,"Maintenance and Repair Workers, General",333,349,16
Philadelphia,"Packers and Packagers, Hand",Growing Occupations,Philadelphia,"Packers and Packagers, Hand",8,25,17
Philadelphia,School Psychologists,Growing Occupations,Philadelphia,School Psychologists,16,33,17
Philadelphia,"Special Education Teachers, All Other",Growing Occupations,Philadelphia,"Special Education Teachers, All Other",34,52,18
Philadelphia,"Order Fillers, Wholesale and Retail Sales",Growing Occupations,Philadelphia,"Order Fillers, Wholesale and Retail Sales",4,23,19
Philadelphia,Tutors,Growing Occupations,Philadelphia,Tutors,41,60,19
Philadelphia,"Stock Clerks- Stockroom, Warehouse, or Storage Yard",Growing Occupations,Philadelphia,"Stock Clerks- Stockroom, Warehouse, or Storage Yard",50,72,22
Philadelphia,"Production Workers, All Other",Growing Occupations,Philadelphia,"Production Workers, All Other",59,82,23
Philadelphia,"Painters, Construction and Maintenance",Growing Occupations,Philadelphia,"Painters, Construction and Maintenance",8,33,25
Philadelphia,Automotive Specialty Technicians,Growing Occupations,Philadelphia,Automotive Specialty Technicians,113,138,25
Philadelphia,Rough Carpenters,Growing Occupations,Philadelphia,Rough Carpenters,11,37,26
Philadelphia,Loan Interviewers and Clerks,Growing Occupations,Philadelphia,Loan Interviewers and Clerks,11,38,27
Philadelphia,Security Guards,Growing Occupations,Philadelphia,Security Guards,268,295,27
Philadelphia,Loan Officers,Growing Occupations,Philadelphia,Loan Officers,63,92,29
Philadelphia,Construction Laborers,Growing Occupations,Philadelphia,Construction Laborers,35,65,30
Philadelphia,Driver/Sales Workers,Growing Occupations,Philadelphia,Driver/Sales Workers,79,113,34
Philadelphia,Personal Care Aides,Growing Occupations,Philadelphia,Personal Care Aides,102,156,54
Philadelphia,Speech-Language Pathologists,Growing Occupations,Philadelphia,Speech-Language Pathologists,59,136,77
Philadelphia,Licensed Practical and Licensed Vocational Nurses,Growing Occupations,Philadelphia,Licensed Practical and Licensed Vocational Nurses,196,291,95
Philadelphia,Home Health Aides,Growing Occupations,Philadelphia,Home Health Aides,128,227,99
Philadelphia,"Laborers and Freight, Stock, and Material Movers, Hand",Growing Occupations,Philadelphia,"Laborers and Freight, Stock, and Material Movers, Hand",154,266,112
Philadelphia,Heavy and Tractor-Trailer Truck Drivers,Growing Occupations,Philadelphia,Heavy and Tractor-Trailer Truck Drivers,374,486,112
Pocono,Psychiatric Technicians,Growing Occupations,Pocono,Psychiatric Technicians,21,16,-5
Pocono,Pharmacy Technicians,Growing Occupations,Pocono,Pharmacy Technicians,17,13,-4
Pocono,Industrial Engineering Technicians,Growing Occupations,Pocono,Industrial Engineering Technicians,14,11,-3
Pocono,Nurse Practitioners,Growing Occupations,Pocono,Nurse Practitioners,14,11,-3
Pocono,"Stock Clerks, Sales Floor",Growing Occupations,Pocono,"Stock Clerks, Sales Floor",34,31,-3
Pocono,"Combined Food Preparation and Serving Workers, Including Fast Food",Growing Occupations,Pocono,"Combined Food Preparation and Serving Workers, Including Fast Food",27,26,-1
Pocono,Retail Salespersons,Growing Occupations,Pocono,Retail Salespersons,127,126,-1
Pocono,Critical Care Nurses,Growing Occupations,Pocono,Critical Care Nurses,10,10,0
Pocono,"Production, Planning, and Expediting Clerks",Growing Occupations,Pocono,"Production, Planning, and Expediting Clerks",12,12,0
Pocono,General and Operations Managers,Growing Occupations,Pocono,General and Operations Managers,13,13,0
Pocono,Medical and Clinical Laboratory Technicians,Growing Occupations,Pocono,Medical and Clinical Laboratory Technicians,9,10,1
Pocono,Physician Assistants,Growing Occupations,Pocono,Physician Assistants,11,12,1
Pocono,Customer Service Representatives,Growing Occupations,Pocono,Customer Service Representatives,22,23,1
Pocono,Cashiers,Growing Occupations,Pocono,Cashiers,31,32,1
Pocono,Food Service Managers,Growing Occupations,Pocono,Food Service Managers,16,18,2
Pocono,"Maintenance and Repair Workers, General",Growing Occupations,Pocono,"Maintenance and Repair Workers, General",23,25,2
Pocono,"Managers, All Other",Growing Occupations,Pocono,"Managers, All Other",31,33,2
Pocono,Pharmacists,Growing Occupations,Pocono,Pharmacists,11,14,3
Pocono,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Growing Occupations,Pocono,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",25,28,3
Pocono,Magnetic Resonance Imaging Technologists,Growing Occupations,Pocono,Magnetic Resonance Imaging Technologists,7,11,4
Pocono,Quality Control Systems Managers,Growing Occupations,Pocono,Quality Control Systems Managers,9,13,4
Pocono,Waiters and Waitresses,Growing Occupations,Pocono,Waiters and Waitresses,9,13,4
Pocono,Medical Secretaries,Growing Occupations,Pocono,Medical Secretaries,11,16,5
Pocono,Recreation Workers,Growing Occupations,Pocono,Recreation Workers,5,11,6
Pocono,Amusement and Recreation Attendants,Growing Occupations,Pocono,Amusement and Recreation Attendants,4,11,7
Pocono,"First-Line Supervisors of Mechanics, Installers, and Repairers",Growing Occupations,Pocono,"First-Line Supervisors of Mechanics, Installers, and Repairers",4,11,7
Pocono,Dietitians and Nutritionists,Growing Occupations,Pocono,Dietitians and Nutritionists,7,14,7
Pocono,"Hotel, Motel, and Resort Desk Clerks",Growing Occupations,Pocono,"Hotel, Motel, and Resort Desk Clerks",7,14,7
Pocono,Light Truck or Delivery Services Drivers,Growing Occupations,Pocono,Light Truck or Delivery Services Drivers,7,15,8
Pocono,Medical and Health Services Managers,Growing Occupations,Pocono,Medical and Health Services Managers,44,52,8
Pocono,Substance Abuse and Behavioral Disorder Counselors,Growing Occupations,Pocono,Substance Abuse and Behavioral Disorder Counselors,1,10,9
Pocono,Industrial Truck and Tractor Operators,Growing Occupations,Pocono,Industrial Truck and Tractor Operators,2,11,9
Pocono,Phlebotomists,Growing Occupations,Pocono,Phlebotomists,9,18,9
Pocono,First-Line Supervisors of Production and Operating Workers,Growing Occupations,Pocono,First-Line Supervisors of Production and Operating Workers,4,14,10
Pocono,"Office Clerks, General",Growing Occupations,Pocono,"Office Clerks, General",5,15,10
Pocono,First-Line Supervisors of Food Preparation and Serving Workers,Growing Occupations,Pocono,First-Line Supervisors of Food Preparation and Serving Workers,13,23,10
Pocono,Maids and Housekeeping Cleaners,Growing Occupations,Pocono,Maids and Housekeeping Cleaners,24,34,10
Pocono,"Health Technologists and Technicians, All Other",Growing Occupations,Pocono,"Health Technologists and Technicians, All Other",5,16,11
Pocono,Security Guards,Growing Occupations,Pocono,Security Guards,24,35,11
Pocono,Automotive Specialty Technicians,Growing Occupations,Pocono,Automotive Specialty Technicians,14,26,12
Pocono,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",Growing Occupations,Pocono,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",18,30,12
Pocono,Personal Care Aides,Growing Occupations,Pocono,Personal Care Aides,11,24,13
Pocono,"Cooks, Restaurant",Growing Occupations,Pocono,"Cooks, Restaurant",16,29,13
Pocono,Medical Assistants,Growing Occupations,Pocono,Medical Assistants,24,39,15
Pocono,Patient Representatives,Growing Occupations,Pocono,Patient Representatives,11,27,16
Pocono,Tellers,Growing Occupations,Pocono,Tellers,13,29,16
Pocono,Heavy and Tractor-Trailer Truck Drivers,Growing Occupations,Pocono,Heavy and Tractor-Trailer Truck Drivers,29,49,20
Pocono,Nursing Assistants,Growing Occupations,Pocono,Nursing Assistants,32,52,20
Pocono,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Growing Occupations,Pocono,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",19,40,21
Pocono,Construction Laborers,Growing Occupations,Pocono,Construction Laborers,3,27,24
Pocono,"Laborers and Freight, Stock, and Material Movers, Hand",Growing Occupations,Pocono,"Laborers and Freight, Stock, and Material Movers, Hand",22,46,24
Pocono,First-Line Supervisors of Retail Sales Workers,Growing Occupations,Pocono,First-Line Supervisors of Retail Sales Workers,72,97,25
Pocono,Merchandise Displayers and Window Trimmers,Growing Occupations,Pocono,Merchandise Displayers and Window Trimmers,12,38,26
Pocono,Registered Nurses,Growing Occupations,Pocono,Registered Nurses,99,126,27
Pocono,Licensed Practical and Licensed Vocational Nurses,Growing Occupations,Pocono,Licensed Practical and Licensed Vocational Nurses,25,54,29
Pocono,Home Health Aides,Growing Occupations,Pocono,Home Health Aides,23,81,58
South Central,Personal Financial Advisors,Growing Occupations,South Central,Personal Financial Advisors,14,24,10
South Central,Team Assemblers,Growing Occupations,South Central,Team Assemblers,30,40,10
South Central,Human Resources Managers,Growing Occupations,South Central,Human Resources Managers,35,45,10
South Central,Dishwashers,Growing Occupations,South Central,Dishwashers,35,45,10
South Central,Psychiatric Technicians,Growing Occupations,South Central,Psychiatric Technicians,38,48,10
South Central,Roofers,Growing Occupations,South Central,Roofers,3,14,11
South Central,"Material Moving Workers, All Other",Growing Occupations,South Central,"Material Moving Workers, All Other",4,15,11
South Central,Public Relations Specialists,Growing Occupations,South Central,Public Relations Specialists,9,20,11
South Central,Police Patrol Officers,Growing Occupations,South Central,Police Patrol Officers,17,28,11
South Central,Manufacturing Production Technicians,Growing Occupations,South Central,Manufacturing Production Technicians,18,29,11
