WDA,Occupation Title,Measure,Workforce Development Area,Title1,January 2020,January 2021,Volume Chg
Lehigh Valley,Administrative Services Managers,Growing Occupations,Lehigh Valley,Administrative Services Managers,14,20,6
Lehigh Valley,Demonstrators and Product Promoters,Growing Occupations,Lehigh Valley,Demonstrators and Product Promoters,21,27,6
Lehigh Valley,Receptionists and Information Clerks,Growing Occupations,Lehigh Valley,Receptionists and Information Clerks,39,45,6
Lehigh Valley,Supply Chain Managers,Growing Occupations,Lehigh Valley,Supply Chain Managers,4,11,7
Lehigh Valley,Marriage and Family Therapists,Growing Occupations,Lehigh Valley,Marriage and Family Therapists,6,13,7
Lehigh Valley,"Dispatchers, Except Police, Fire, and Ambulance",Growing Occupations,Lehigh Valley,"Dispatchers, Except Police, Fire, and Ambulance",7,14,7
Lehigh Valley,Healthcare Social Workers,Growing Occupations,Lehigh Valley,Healthcare Social Workers,9,16,7
Lehigh Valley,Lawyers,Growing Occupations,Lehigh Valley,Lawyers,14,21,7
Lehigh Valley,Medical Records and Health Information Technicians,Growing Occupations,Lehigh Valley,Medical Records and Health Information Technicians,68,75,7
Lehigh Valley,Roofers,Growing Occupations,Lehigh Valley,Roofers,4,12,8
Lehigh Valley,Health Educators,Growing Occupations,Lehigh Valley,Health Educators,7,15,8
Lehigh Valley,Medical and Clinical Laboratory Technicians,Growing Occupations,Lehigh Valley,Medical and Clinical Laboratory Technicians,51,59,8
Lehigh Valley,Power Plant Operators,Growing Occupations,Lehigh Valley,Power Plant Operators,4,13,9
Lehigh Valley,Manufacturing Engineers,Growing Occupations,Lehigh Valley,Manufacturing Engineers,6,15,9
Lehigh Valley,Medical and Clinical Laboratory Technologists,Growing Occupations,Lehigh Valley,Medical and Clinical Laboratory Technologists,9,18,9
Lehigh Valley,Dining Room and Cafeteria Attendants and Bartender Helpers,Growing Occupations,Lehigh Valley,Dining Room and Cafeteria Attendants and Bartender Helpers,11,20,9
Lehigh Valley,Laundry and Dry-Cleaning Workers,Growing Occupations,Lehigh Valley,Laundry and Dry-Cleaning Workers,12,21,9
Lehigh Valley,First-Line Supervisors of Non-Retail Sales Workers,Growing Occupations,Lehigh Valley,First-Line Supervisors of Non-Retail Sales Workers,13,22,9
Lehigh Valley,Accountants,Growing Occupations,Lehigh Valley,Accountants,28,37,9
Lehigh Valley,Computer Systems Analysts,Growing Occupations,Lehigh Valley,Computer Systems Analysts,35,44,9
Lehigh Valley,Chemists,Growing Occupations,Lehigh Valley,Chemists,6,16,10
Lehigh Valley,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",Growing Occupations,Lehigh Valley,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",10,20,10
Lehigh Valley,Cleaners of Vehicles and Equipment,Growing Occupations,Lehigh Valley,Cleaners of Vehicles and Equipment,12,22,10
Lehigh Valley,"Inspectors, Testers, Sorters, Samplers, and Weighers",Growing Occupations,Lehigh Valley,"Inspectors, Testers, Sorters, Samplers, and Weighers",38,48,10
Lehigh Valley,Veterinarians,Growing Occupations,Lehigh Valley,Veterinarians,11,22,11
Lehigh Valley,Recreation Workers,Growing Occupations,Lehigh Valley,Recreation Workers,15,26,11
Lehigh Valley,Electrical Engineers,Growing Occupations,Lehigh Valley,Electrical Engineers,17,28,11
Lehigh Valley,Real Estate Sales Agents,Growing Occupations,Lehigh Valley,Real Estate Sales Agents,17,28,11
Lehigh Valley,Clinical Research Coordinators,Growing Occupations,Lehigh Valley,Clinical Research Coordinators,2,14,12
Lehigh Valley,"Order Fillers, Wholesale and Retail Sales",Growing Occupations,Lehigh Valley,"Order Fillers, Wholesale and Retail Sales",6,18,12
Lehigh Valley,Light Truck or Delivery Services Drivers,Growing Occupations,Lehigh Valley,Light Truck or Delivery Services Drivers,42,54,12
Lehigh Valley,Quality Control Systems Managers,Growing Occupations,Lehigh Valley,Quality Control Systems Managers,11,24,13
Lehigh Valley,Order Clerks,Growing Occupations,Lehigh Valley,Order Clerks,3,18,15
Lehigh Valley,Security Managers,Growing Occupations,Lehigh Valley,Security Managers,5,20,15
Lehigh Valley,Regulatory Affairs Specialists,Growing Occupations,Lehigh Valley,Regulatory Affairs Specialists,6,21,15
Lehigh Valley,Heating and Air Conditioning Mechanics and Installers,Growing Occupations,Lehigh Valley,Heating and Air Conditioning Mechanics and Installers,11,26,15
Lehigh Valley,Physical Therapists,Growing Occupations,Lehigh Valley,Physical Therapists,30,45,15
Lehigh Valley,Couriers and Messengers,Growing Occupations,Lehigh Valley,Couriers and Messengers,13,29,16
Lehigh Valley,Speech-Language Pathologists,Growing Occupations,Lehigh Valley,Speech-Language Pathologists,16,32,16
Lehigh Valley,Industrial Engineering Technicians,Growing Occupations,Lehigh Valley,Industrial Engineering Technicians,48,64,16
Lehigh Valley,"Welders, Cutters, and Welder Fitters",Growing Occupations,Lehigh Valley,"Welders, Cutters, and Welder Fitters",8,25,17
Lehigh Valley,Chemical Engineers,Growing Occupations,Lehigh Valley,Chemical Engineers,14,31,17
Lehigh Valley,Manufacturing Production Technicians,Growing Occupations,Lehigh Valley,Manufacturing Production Technicians,14,31,17
Lehigh Valley,Critical Care Nurses,Growing Occupations,Lehigh Valley,Critical Care Nurses,24,41,17
Lehigh Valley,Information Technology Project Managers,Growing Occupations,Lehigh Valley,Information Technology Project Managers,25,43,18
Lehigh Valley,Automotive Specialty Technicians,Growing Occupations,Lehigh Valley,Automotive Specialty Technicians,72,90,18
Lehigh Valley,"Combined Food Preparation and Serving Workers, Including Fast Food",Growing Occupations,Lehigh Valley,"Combined Food Preparation and Serving Workers, Including Fast Food",160,178,18
Lehigh Valley,Storage and Distribution Managers,Growing Occupations,Lehigh Valley,Storage and Distribution Managers,21,40,19
Lehigh Valley,"Production, Planning, and Expediting Clerks",Growing Occupations,Lehigh Valley,"Production, Planning, and Expediting Clerks",29,48,19
Lehigh Valley,"First-Line Supervisors of Mechanics, Installers, and Repairers",Growing Occupations,Lehigh Valley,"First-Line Supervisors of Mechanics, Installers, and Repairers",35,54,19
Lehigh Valley,Electronics Engineering Technicians,Growing Occupations,Lehigh Valley,Electronics Engineering Technicians,13,33,20
Lehigh Valley,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,Growing Occupations,Lehigh Valley,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,17,37,20
Lehigh Valley,Merchandise Displayers and Window Trimmers,Growing Occupations,Lehigh Valley,Merchandise Displayers and Window Trimmers,62,82,20
Lehigh Valley,Packaging and Filling Machine Operators and Tenders,Growing Occupations,Lehigh Valley,Packaging and Filling Machine Operators and Tenders,9,30,21
Lehigh Valley,Patient Representatives,Growing Occupations,Lehigh Valley,Patient Representatives,87,108,21
Lehigh Valley,"Shipping, Receiving, and Traffic Clerks",Growing Occupations,Lehigh Valley,"Shipping, Receiving, and Traffic Clerks",44,66,22
Lehigh Valley,Driver/Sales Workers,Growing Occupations,Lehigh Valley,Driver/Sales Workers,71,93,22
Lehigh Valley,General and Operations Managers,Growing Occupations,Lehigh Valley,General and Operations Managers,108,132,24
Lehigh Valley,Human Resources Specialists,Growing Occupations,Lehigh Valley,Human Resources Specialists,53,78,25
Lehigh Valley,Licensed Practical and Licensed Vocational Nurses,Growing Occupations,Lehigh Valley,Licensed Practical and Licensed Vocational Nurses,83,109,26
Lehigh Valley,"Production Workers, All Other",Growing Occupations,Lehigh Valley,"Production Workers, All Other",97,123,26
Lehigh Valley,Mental Health Counselors,Growing Occupations,Lehigh Valley,Mental Health Counselors,15,42,27
Lehigh Valley,Construction Laborers,Growing Occupations,Lehigh Valley,Construction Laborers,17,46,29
Lehigh Valley,Phlebotomists,Growing Occupations,Lehigh Valley,Phlebotomists,25,58,33
Lehigh Valley,"Stock Clerks- Stockroom, Warehouse, or Storage Yard",Growing Occupations,Lehigh Valley,"Stock Clerks- Stockroom, Warehouse, or Storage Yard",50,84,34
Lehigh Valley,Nursing Assistants,Growing Occupations,Lehigh Valley,Nursing Assistants,105,140,35
Lehigh Valley,Registered Nurses,Growing Occupations,Lehigh Valley,Registered Nurses,404,439,35
Lehigh Valley,Industrial Truck and Tractor Operators,Growing Occupations,Lehigh Valley,Industrial Truck and Tractor Operators,83,122,39
Lehigh Valley,First-Line Supervisors of Retail Sales Workers,Growing Occupations,Lehigh Valley,First-Line Supervisors of Retail Sales Workers,218,257,39
Lehigh Valley,"Packers and Packagers, Hand",Growing Occupations,Lehigh Valley,"Packers and Packagers, Hand",18,60,42
Lehigh Valley,Medical Assistants,Growing Occupations,Lehigh Valley,Medical Assistants,83,138,55
Lehigh Valley,Home Health Aides,Growing Occupations,Lehigh Valley,Home Health Aides,84,142,58
Lehigh Valley,Heavy and Tractor-Trailer Truck Drivers,Growing Occupations,Lehigh Valley,Heavy and Tractor-Trailer Truck Drivers,232,336,104
Lehigh Valley,Security Guards,Growing Occupations,Lehigh Valley,Security Guards,99,226,127
Lehigh Valley,"Laborers and Freight, Stock, and Material Movers, Hand",Growing Occupations,Lehigh Valley,"Laborers and Freight, Stock, and Material Movers, Hand",207,420,213
Luzerne-Schuylkill,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",Growing Occupations,Luzerne-Schuylkill,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",17,14,-3
Luzerne-Schuylkill,"Maintenance and Repair Workers, General",Growing Occupations,Luzerne-Schuylkill,"Maintenance and Repair Workers, General",14,13,-1
Luzerne-Schuylkill,Industrial Engineering Technicians,Growing Occupations,Luzerne-Schuylkill,Industrial Engineering Technicians,9,10,1
Luzerne-Schuylkill,Driver/Sales Workers,Growing Occupations,Luzerne-Schuylkill,Driver/Sales Workers,9,11,2
Luzerne-Schuylkill,Pharmacists,Growing Occupations,Luzerne-Schuylkill,Pharmacists,7,10,3
Luzerne-Schuylkill,Home Health Aides,Growing Occupations,Luzerne-Schuylkill,Home Health Aides,24,27,3
Luzerne-Schuylkill,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Growing Occupations,Luzerne-Schuylkill,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",11,16,5
Luzerne-Schuylkill,Medical Secretaries,Growing Occupations,Luzerne-Schuylkill,Medical Secretaries,4,10,6
Luzerne-Schuylkill,Medical and Clinical Laboratory Technicians,Growing Occupations,Luzerne-Schuylkill,Medical and Clinical Laboratory Technicians,6,12,6
Luzerne-Schuylkill,First-Line Supervisors of Food Preparation and Serving Workers,Growing Occupations,Luzerne-Schuylkill,First-Line Supervisors of Food Preparation and Serving Workers,7,13,6
Luzerne-Schuylkill,Cashiers,Growing Occupations,Luzerne-Schuylkill,Cashiers,8,14,6
Luzerne-Schuylkill,Phlebotomists,Growing Occupations,Luzerne-Schuylkill,Phlebotomists,4,11,7
Luzerne-Schuylkill,"Packers and Packagers, Hand",Growing Occupations,Luzerne-Schuylkill,"Packers and Packagers, Hand",4,11,7
Luzerne-Schuylkill,Personal Care Aides,Growing Occupations,Luzerne-Schuylkill,Personal Care Aides,5,12,7
Luzerne-Schuylkill,Merchandise Displayers and Window Trimmers,Growing Occupations,Luzerne-Schuylkill,Merchandise Displayers and Window Trimmers,7,14,7
Luzerne-Schuylkill,Medical and Health Services Managers,Growing Occupations,Luzerne-Schuylkill,Medical and Health Services Managers,18,25,7
Luzerne-Schuylkill,Retail Salespersons,Growing Occupations,Luzerne-Schuylkill,Retail Salespersons,35,42,7
Luzerne-Schuylkill,Industrial Truck and Tractor Operators,Growing Occupations,Luzerne-Schuylkill,Industrial Truck and Tractor Operators,4,12,8
Luzerne-Schuylkill,"Stock Clerks- Stockroom, Warehouse, or Storage Yard",Growing Occupations,Luzerne-Schuylkill,"Stock Clerks- Stockroom, Warehouse, or Storage Yard",5,13,8
Luzerne-Schuylkill,Customer Service Representatives,Growing Occupations,Luzerne-Schuylkill,Customer Service Representatives,9,18,9
Luzerne-Schuylkill,Patient Representatives,Growing Occupations,Luzerne-Schuylkill,Patient Representatives,10,19,9
Luzerne-Schuylkill,Accountants,Growing Occupations,Luzerne-Schuylkill,Accountants,2,12,10
Luzerne-Schuylkill,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Growing Occupations,Luzerne-Schuylkill,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",14,24,10
Luzerne-Schuylkill,"Production Workers, All Other",Growing Occupations,Luzerne-Schuylkill,"Production Workers, All Other",15,25,10
Luzerne-Schuylkill,Medical Records and Health Information Technicians,Growing Occupations,Luzerne-Schuylkill,Medical Records and Health Information Technicians,2,13,11
Luzerne-Schuylkill,"Managers, All Other",Growing Occupations,Luzerne-Schuylkill,"Managers, All Other",13,24,11
Luzerne-Schuylkill,Construction Laborers,Growing Occupations,Luzerne-Schuylkill,Construction Laborers,4,16,12
Luzerne-Schuylkill,"Stock Clerks, Sales Floor",Growing Occupations,Luzerne-Schuylkill,"Stock Clerks, Sales Floor",12,24,12
Luzerne-Schuylkill,Security Guards,Growing Occupations,Luzerne-Schuylkill,Security Guards,13,26,13
Luzerne-Schuylkill,General and Operations Managers,Growing Occupations,Luzerne-Schuylkill,General and Operations Managers,8,22,14
Luzerne-Schuylkill,"Combined Food Preparation and Serving Workers, Including Fast Food",Growing Occupations,Luzerne-Schuylkill,"Combined Food Preparation and Serving Workers, Including Fast Food",17,31,14
Luzerne-Schuylkill,Licensed Practical and Licensed Vocational Nurses,Growing Occupations,Luzerne-Schuylkill,Licensed Practical and Licensed Vocational Nurses,39,54,15
Luzerne-Schuylkill,Medical Assistants,Growing Occupations,Luzerne-Schuylkill,Medical Assistants,5,21,16
Luzerne-Schuylkill,First-Line Supervisors of Retail Sales Workers,Growing Occupations,Luzerne-Schuylkill,First-Line Supervisors of Retail Sales Workers,31,48,17
Luzerne-Schuylkill,Nursing Assistants,Growing Occupations,Luzerne-Schuylkill,Nursing Assistants,26,45,19
Luzerne-Schuylkill,Heavy and Tractor-Trailer Truck Drivers,Growing Occupations,Luzerne-Schuylkill,Heavy and Tractor-Trailer Truck Drivers,45,65,20
Luzerne-Schuylkill,"Laborers and Freight, Stock, and Material Movers, Hand",Growing Occupations,Luzerne-Schuylkill,"Laborers and Freight, Stock, and Material Movers, Hand",24,61,37
Luzerne-Schuylkill,Registered Nurses,Growing Occupations,Luzerne-Schuylkill,Registered Nurses,55,93,38
Montgomery,Financial Analysts,Growing Occupations,Montgomery,Financial Analysts,81,86,5
Montgomery,Counter and Rental Clerks,Growing Occupations,Montgomery,Counter and Rental Clerks,10,16,6
Montgomery,Respiratory Therapists,Growing Occupations,Montgomery,Respiratory Therapists,17,23,6
Montgomery,Mental Health Counselors,Growing Occupations,Montgomery,Mental Health Counselors,21,27,6
Montgomery,First-Line Supervisors of Production and Operating Workers,Growing Occupations,Montgomery,First-Line Supervisors of Production and Operating Workers,40,46,6
